sRNA	Index	Target	Energy	P-value	Probability	sRNA start	sRNA stop	Target start	Target stop	Annotation	Interaction
sRNA244	14855	Gene2813	-8.72	0.0848736420454635	0.1620217737576023	21	56	57	104	Na+/H+ antiporter family protein	((&))
sRNA9	14856	Gene738	-6.66	0.2985224185901787	0.082130418156811	34	60	-125	-79	site-specific tyrosine recombinase XerD	((&))
sRNA277	14857	Gene1175	-7.64	0.4594653311151172	0.072666320246603	15	43	13	49	YolD-like family protein	((&))
sRNA225	14858	Gene2120	-9.95	0.3042387639742558	0.0963198525594343	23	36	42	87	response regulator transcription factor SaeR	((&))
sRNA83	14859	Gene2328	-7.03	0.2716207927033749	0.0783419431116819	9	28	-142	-117	tyrosine recombinase XerC	((&))
sRNA89	14860	Gene419	-7.71	0.3296155676738734	0.1100122456753063	17	26	66	98	DUF4887 domain-containing protein	((&))
sRNA98	14861	Gene2383	-7.05	0.1172434528181662	0.1441081585840994	8	34	-99	-60	tRNA (adenine(22)-N(1))-methyltransferase TrmK	((&))
sRNA76	14862	Gene794	-7.47	0.1353613124340065	0.1160136570751585	34	71	10	61	protease adaptor protein YjbH	((&))
sRNA228	14863	Gene2761	-15.38	0.8712027906847573	0.0580963674618091	36	62	42	84	aminoglycoside O-phosphotransferase APH(3')-IIIa	(((&)))
sRNA113	14864	Gene1343	-11.73	0.0304986437213224	0.1326949385813403	20	34	57	78	gluconokinase	((&))
sRNA34	14865	Gene2370	-8.51	0.2445841978610232	0.2425784772184087	28	36	-154	-125	head maturation protease, ClpP-related	((&))
sRNA169	14866	Gene2384	-10.34	0.3778512932907856	0.0820558428519676	5	39	17	42	ribonuclease HII	((&))
sRNA65	14867	Gene2816	-8.47	0.8049720275903711	0.0513113088302047	9	17	43	74	Mn(2+)-dependent dipeptidase Sapep	((&))
sRNA71	14868	Gene553	-9.99	0.1948940999826338	0.4171980460326791	23	61	-142	-102	YtxH domain-containing protein	((&))
sRNA205	14869	Gene497	-9.23	0.1660830366129797	0.0997748079997435	12	24	17	48	glucosamine-6-phosphate deaminase	((&))
sRNA50	14870	Gene1235	-8.22	0.8909985311203372	0.051953672631119	10	28	-78	-35	cell division protein FtsA	((&))
sRNA189	14871	Gene1295	-6.95	0.2997210088852194	0.1159438026115974	9	38	-132	-105	penicillin-binding protein PBP4	((&))
sRNA275	14872	Gene1045	-7.74	0.3427027102973645	0.3249777993800268	31	41	75	129	heptaprenyl diphosphate synthase component 1	((&))
sRNA127	14873	Gene1553	-9.99	0.1814756384141247	0.087784964926156	37	76	-39	6	sugar O-acetyltransferase	((&))
sRNA154	14874	Gene2520	-9.33	0.7355298100255793	0.0513113088302047	26	50	-120	-67	30S ribosomal protein S21	((&))
sRNA177	14875	Gene2498	-6.96	0.9056969270209424	0.0514992273792603	30	46	-178	-156	DUF1064 domain-containing protein	((&))
sRNA158	14876	Gene2586	-10.07	0.8876311635286316	0.0553156011139544	35	56	43	70	DUF5906 domain-containing protein	((&))
sRNA208	14877	Gene647	-9.65	0.2190330649981478	0.0966671639418007	38	52	-154	-120	competence protein ComK	((&))
sRNA275	14878	Gene1566	-8.91	0.4273479793536213	0.2887858772694608	6	23	-105	-51	50S ribosomal protein L33	((&))
sRNA183	14879	Gene2362	-7.6	0.3867596016721949	0.0713068650078551	11	24	48	79	aminomethyl-transferring glycine dehydrogenase subunit GcvPB	((&))
sRNA195	14880	Gene1138	-8.44	0.4274673597268552	0.175821512157511	3	25	-90	-51	ATP-dependent chaperone ClpB	((&))
sRNA103	14881	Gene2481	-6.89	0.7924842953465108	0.0743391503388289	13	34	-44	-20	von Willebrand factor binding protein Vwb	((&))
sRNA45	14882	Gene2211	-8.69	0.9219357889083482	0.078454906638267	13	40	-95	-68	molecular chaperone DnaK	((&))
sRNA188	14883	Gene487	-18.45	0.0086608691202154	0.1454384304714756	13	22	-127	-89	helicase-exonuclease AddAB subunit AddB	((((&))))
sRNA188	14884	Gene2760	-10.87	0.0600579276053936	0.1118567470411766	7	24	-44	0	TetR family transcriptional regulator C-terminal domain-containing protein	((&))
sRNA113	14885	Gene711	-6.46	0.8943923072037167	0.0532072723148042	3	11	-146	-118	MepB family protein	((&))
sRNA50	14886	Gene2777	-7.14	0.7030148433582615	0.0656926985449497	9	21	-89	-50	phage scaffolding protein	((&))
sRNA167	14887	Gene1346	-9.55	0.3874810118306774	0.081310809152526	23	48	-63	-6	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	((&))
sRNA60	14888	Gene1588	-7.44	0.3270420370973812	0.3517387517364135	16	36	11	49	adenosylmethionine--8-amino-7-oxononanoate transaminase	((&))
sRNA124	14889	Gene1938	-6.25	0.4500755843081666	0.0762295027431089	17	31	21	63	rhodanese-like domain-containing protein	((&))
sRNA50	14890	Gene2102	-6.58	0.2229377572496234	0.0948846679099649	30	51	-67	-22	A24 family peptidase	((&))
sRNA68	14891	Gene2432	-10.62	0.4671158293239366	0.0768858112807788	17	26	-59	-34	DNA-3-methyladenine glycosylase	((&))
sRNA101	14892	Gene528	-9.45	0.2238687626310461	0.0919370928114612	24	37	-103	-45	DEAD/DEAH box helicase	((&))
sRNA43	14893	Gene1869	-7.76	0.2890403661134091	0.0855070950372842	18	31	17	48	Holliday junction resolvase RuvX	((&))
sRNA245	14894	Gene2075	-5.51	0.5039644706024282	0.1399880652359748	25	42	-15	10	GAF domain-containing sensor histidine kinase	((&))
sRNA217	14895	Gene2321	-6.95	0.0845542268238366	0.0951597153393909	34	62	-145	-92	type 8 capsular polysaccharide synthesis protein Cap8C	((&))
sRNA141	14896	Gene2136	-12.22	0.2201325421469775	0.0863219877530667	9	29	37	62	thiamine phosphate synthase	(((&)))
sRNA161	14897	Gene2419	-8.43	0.3835127138537217	0.0774801175766559	19	45	2	52	ribosomal L7Ae/L30e/S12e/Gadd45 family protein	((&))
sRNA43	14898	Gene714	-6.47	0.6501480746978168	0.0636929289715679	10	44	-92	-48	metal-dependent hydrolase	((&))
sRNA238	14899	Gene1162	-10.27	0.0894298858038904	0.1003452024998025	17	43	47	83	AMP-binding protein	((&))
sRNA91	14900	Gene1703	-5.99	0.3904161193077191	0.0665221413208067	19	53	63	107	DNA polymerase III subunit alpha	((&))
sRNA133	14901	Gene35	-5.95	0.3558997976441417	0.0725460263730661	31	64	-57	-36	ATP-dependent chaperone ClpB	((&))
sRNA122	14902	Gene347	-7.94	0.8076306385908563	0.0585409831698269	1	30	-42	-11	lipoteichoic acid-specific glycosyltransferase YfhO	((&))
sRNA249	14903	Gene2770	-7.97	0.6287256098245771	0.1461334719836093	3	22	-108	-73	BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1	((&))
sRNA58	14904	Gene1276	-7.87	0.3447732678730248	0.0826059584238185	10	40	-106	-60	IMP dehydrogenase	((&))
sRNA200	14905	Gene1834	-7.08	0.1501465238511626	0.4417231008657118	7	30	-136	-95	50S ribosomal protein L4	((&))
sRNA65	14906	Gene24	-9.18	0.2652776790979231	0.0801831975266255	21	60	38	63	beta-ketoacyl-ACP synthase III	((&))
sRNA30	14907	Gene2360	-6.81	0.3202703178284815	0.0825070334873246	12	32	8	66	phosphoribosylformylglycinamidine cyclo-ligase	((&))
sRNA211	14908	Gene513	-9.43	0.6309732878909681	0.0702494024055056	35	44	-56	-29	type II pantothenate kinase	((&))
sRNA266	14909	Gene2171	-6.95	0.7386141603805756	0.0546956575104926	19	57	-69	-42	phosphatidate cytidylyltransferase	((&))
sRNA69	14910	Gene1910	-9.51	0.000308319340431	0.2142573253871342	12	35	-19	22	aspartate 1-decarboxylase	((&))
sRNA5	14911	Gene1851	-9.31	0.3234858480438543	0.3471530426272405	16	50	23	69	MetQ/NlpA family ABC transporter substrate-binding protein	((&))
sRNA172	14912	Gene2006	-8.56	0.0478314005604887	0.1237422359487377	18	52	-22	24	preprotein translocase subunit SecG	((&))
sRNA234	14913	Gene177	-10.17	0.5435959651483944	0.0675580974802409	35	56	37	95	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase	((&))
sRNA80	14914	Gene1873	-15.8	0.5408707360933096	0.0705701497129268	19	46	-47	-18	histidinol dehydrogenase	(((&)))
sRNA223	14915	Gene2201	-10.85	0.1259871440803468	0.3235138343503275	1	33	-71	-39	YbgA family protein	((&))
sRNA80	14916	Gene494	-13.96	0.5121883788407281	0.0719289996588537	9	33	5	57	Fe-S cluster assembly ATPase SufC	(((&)))
sRNA81	14917	Gene1661	-9.08	0.3471227453394579	0.0849219198309215	1	34	-188	-136	energy coupling factor transporter S component ThiW	((&))
sRNA198	14918	Gene2690	-6.64	0.5555724495518111	0.0715423906545491	20	42	-45	3	glycerol-3-phosphate transporter	((&))
sRNA123	14919	Gene2686	-8.45	0.1534895431332996	0.104569837759374	39	49	-89	-46	monofunctional peptidoglycan glycosyltransferase SgtB	((&))
sRNA83	14920	Gene356	-9.79	0.120593152333996	0.0949178032206199	32	66	-152	-128	HTH-type transcriptional regulator SarS	((&))
sRNA129	14921	Gene2433	-11.12	0.3373348419236088	0.0761491108477479	34	57	-185	-158	T7SS effector LXG polymorphic toxin	((&))
sRNA9	14922	Gene2177	-7.29	0.3796686432551842	0.1102134280185875	9	32	-135	-93	type 8 capsular polysaccharide synthesis protein Cap8F	((&))
sRNA257	14923	Gene1789	-9.24	0.2591135959244236	0.3713113398455593	33	56	-176	-131	3-phosphoshikimate 1-carboxyvinyltransferase	((&))
sRNA39	14924	Gene1490	-5.91	0.4849876477987962	0.0708412975532626	35	74	66	92	catabolite control protein A	((&))
sRNA50	14925	Gene768	-8.52	0.0075456804952126	0.1628276887504743	1	28	34	75	Nramp family divalent metal transporter	((&))
sRNA210	14926	Gene1134	-12.5	0.1637670751593493	0.0909391485624965	8	34	-34	-11	30S ribosomal protein S14	(((&)))
sRNA92	14927	Gene183	-8.71	0.5165810154706759	0.0684886001475964	14	23	58	89	farnesyl diphosphate synthase	((&))
sRNA185	14928	Gene2468	-9.04	0.2306860871908458	0.0894207323642832	2	40	-54	-24	ECF-type riboflavin transporter substrate-binding protein	((&))
sRNA225	14929	Gene628	-8.62	0.6309776995140512	0.0737450472419428	1	10	-153	-110	tRNA epoxyqueuosine(34) reductase QueG	((&))
sRNA265	14930	Gene571	-8.99	0.7652205359279795	0.0576877507458675	14	48	-90	-31	NAD(P)H-hydrate dehydratase	((&))
sRNA9	14931	Gene197	-8.54	0.7264274603019621	0.0820098365970087	7	39	10	60	transcription antitermination factor NusB	((&))
sRNA71	14932	Gene215	-9.35	0.5545111107737197	0.2539817877906137	12	44	-154	-121	Na+/H+ antiporter Mnh2 subunit F	((&))
sRNA220	14933	Gene830	-11.32	0.8445446577391812	0.058759427614904	16	32	26	72	hydroxymethylglutaryl-CoA synthase	((&))
sRNA21	14934	Gene484	-9.91	0.1719975411496951	0.0950554678897013	10	23	-46	-23	teichoic acid D-Ala esterase FmtA	((&))
sRNA87	14935	Gene1449	-6.3	0.4634580671335184	0.0749401206227642	10	27	-145	-119	type 1 glutamine amidotransferase domain-containing protein	((&))
sRNA50	14936	Gene2847	-6.92	0.0910200994975356	0.1142393781729862	16	30	-196	-149	DUF6056 family protein	((&))
sRNA41	14937	Gene244	-13.3	0.7330553160317701	0.0697551086072529	15	34	57	114	tandem-type lipoprotein Lpl4	(((&)))
sRNA47	14938	Gene1392	-9.14	0.2747946664701997	0.2021317317358643	37	56	-6	51	bacilliredoxin BrxB	((&))
sRNA152	14939	Gene1671	-9.61	0.332444319565695	0.4997595281574585	1	25	-104	-76	DNA helicase RecQ	((&))
sRNA233	14940	Gene877	-8.19	0.4409526866163483	0.0791231972886822	28	49	-173	-130	deoxyribose-phosphate aldolase	((&))
sRNA32	14941	Gene1027	-5.79	0.6128097400154491	0.0819246100747377	2	16	-141	-104	glucose-specific PTS transporter subunit IIBC	((&))
sRNA14	14942	Gene655	-6.23	0.3710879349845406	0.0734692246016203	32	41	66	123	dynamin family protein	((&))
sRNA196	14943	Gene2101	-8.56	0.4411618909703834	0.076182784936336	8	38	-13	8	YpiB family protein	((&))
sRNA76	14944	Gene1229	-11.46	0.926738548799586	0.05572116608871	23	62	-89	-38	adenylosuccinate lyase	((&))
sRNA198	14945	Gene1047	-7.51	0.0998546956243239	0.1100122456753063	38	63	61	96	formate--tetrahydrofolate ligase	((&))
sRNA6	14946	Gene285	-9.63	0.3671604296651263	0.0747895758920374	6	20	15	48	YisL family protein	((&))
sRNA275	14947	Gene998	-11.32	0.4814261778749076	0.2673119938999023	2	15	-11	37	RNA polymerase sigma factor RpoD	((&))
sRNA79	14948	Gene437	-7.06	0.837814004050936	0.0582920464428842	14	24	-185	-152	aminotransferase class V-fold PLP-dependent enzyme	((&))
sRNA9	14949	Gene1755	-10.85	0.274420377609697	0.0813024195385499	26	57	-61	-9	signal transduction protein TRAP	((&))
sRNA168	14950	Gene1646	-10.61	0.8207368740262067	0.0545959549494021	8	36	-182	-160	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	((&))
sRNA152	14951	Gene1352	-7.53	0.2893666822893206	0.5274199441592535	2	39	-40	4	pyruvate kinase	((&))
sRNA10	14952	Gene1490	-5.52	0.5361141884021909	0.0580733676044232	35	43	34	64	catabolite control protein A	((&))
sRNA8	14953	Gene1671	-10.52	0.599410433079234	0.0557288292599352	21	51	-87	-57	DNA helicase RecQ	((&))
sRNA118	14954	Gene2681	-13.78	0.339192942758151	0.0780739257919971	15	26	39	82	spore coat protein	(((&)))
sRNA257	14955	Gene1842	-8.52	0.0465844989801818	0.5684432301929474	28	46	-47	8	pyridoxal phosphate-dependent aminotransferase family protein	((&))
sRNA199	14956	Gene2224	-9.34	0.3477799510880895	0.0786541230907798	34	47	-93	-53	iron uptake transporter deferrochelatase/peroxidase subunit	((&))
sRNA70	14957	Gene2669	-6.73	0.635027442156103	0.0613322747585464	39	74	31	83	DUF443 domain-containing protein	((&))
sRNA68	14958	Gene1416	-8.63	0.8132297731210028	0.0573143961300378	3	15	-54	-5	YjjG family noncanonical pyrimidine nucleotidase	((&))
sRNA181	14959	Gene94	-9.31	0.8947327812068204	0.074309653752666	15	28	-144	-92	acyl-CoA dehydrogenase family protein	((&))
sRNA152	14960	Gene2611	-9.15	0.9312429261884893	0.0677318196766862	23	38	36	57	acyl-CoA/acyl-ACP dehydrogenase	((&))
sRNA9	14961	Gene116	-9.12	0.5167375184767956	0.0969003419791342	33	66	-134	-111	NFACT family protein	((&))
sRNA225	14962	Gene2285	-8.99	0.7621925867881262	0.0643900207902804	20	41	-18	11	YbaN family protein	((&))
sRNA26	14963	Gene2151	-15.25	0.1112858059798245	0.110859265595197	34	43	8	28	SdrH family protein	(((&)))
sRNA83	14964	Gene2142	-8.65	0.0881719582871278	0.1010153675857615	26	53	45	104	RNA chaperone Hfq	((&))
sRNA147	14965	Gene1698	-6.74	0.724385847426853	0.0512787260057606	3	40	68	116	TrkH family potassium uptake protein	((&))
sRNA97	14966	Gene2103	-6.65	0.4345883671703836	0.2939128806340219	32	58	36	86	D-ribose pyranase	((&))
sRNA133	14967	Gene2288	-8.07	0.0001820362367247	0.3732234321259429	37	51	-124	-97	shikimate dehydrogenase	((&))
sRNA218	14968	Gene370	-8.07	0.4382342852748586	0.0849276187959697	7	27	-188	-130	polysaccharide biosynthesis protein	((&))
sRNA46	14969	Gene2248	-7.97	0.0528360224500117	0.1165422261803672	33	66	-130	-82	magnesium transporter	((&))
sRNA214	14970	Gene1678	-7.09	0.6239749204134878	0.0718928743763843	19	29	-64	-5	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	((&))
sRNA3	14971	Gene1581	-7.55	0.3622948861105434	0.0775674742999406	8	33	-177	-154	autolysin/adhesin Aaa	((&))
sRNA152	14972	Gene1823	-11.99	0.1081860028239508	0.6821157304025217	21	39	-78	-48	XRE family transcriptional regulator	((&))
sRNA210	14973	Gene1042	-6.93	0.1452153287451267	0.0931637020487207	18	44	-144	-121	acetyl-CoA carboxylase biotin carboxyl carrier protein	((&))
sRNA213	14974	Gene2163	-5.97	0.6127303659414014	0.0944262429720358	15	39	-135	-97	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein	((&))
sRNA66	14975	Gene1783	-10.9	0.2750574148309005	0.1247972599834111	9	26	-35	19	NRAMP family divalent metal transporter	((&))
sRNA47	14976	Gene2332	-7.78	0.6651303060062557	0.1200450833536244	37	76	-133	-105	methionine ABC transporter permease	((&))
sRNA30	14977	Gene171	-5.42	0.3671450999340024	0.079271005105737	28	66	-117	-78	Wzz/FepE/Etk N-terminal domain-containing protein	((&))
sRNA28	14978	Gene947	-10.82	0.0551237742129875	0.5102882925538377	28	61	-195	-147	zinc metallopeptidase	((&))
sRNA23	14979	Gene2739	-7.6	0.1549458631115954	0.0899013150850776	26	39	-1	29	50S ribosomal protein L29	((&))
sRNA222	14980	Gene1878	-9.37	0.69932941862024	0.1082488423949799	15	30	75	101	urease subunit alpha	((&))
sRNA86	14981	Gene1635	-7.21	0.3003497147350203	0.1126489790236178	23	56	-44	-18	Crp/Fnr family transcriptional regulator	((&))
sRNA109	14982	Gene1265	-9.59	0.0783412971493262	0.1149973193590452	26	42	29	70	ribosome biogenesis GTPase Der	((&))
sRNA9	14983	Gene724	-9.53	0.2662064244368444	0.0920801404989593	38	48	-78	-49	N-acetyl-gamma-glutamyl-phosphate reductase	((&))
sRNA210	14984	Gene321	-9.07	0.3520439951508247	0.0758137766590771	6	18	-185	-127	phenylalanine--tRNA ligase subunit alpha	((&))
sRNA118	14985	Gene1270	-12.02	0.0886820591080681	0.1033398225225248	19	51	13	60	citrate synthase	(((&)))
sRNA128	14986	Gene735	-8.18	0.5482294621257229	0.0654004813646417	25	40	-86	-42	RNA-binding virulence regulatory protein CvfB	((&))
sRNA20	14987	Gene105	-7.46	0.2956572048851527	0.0830048647300362	36	51	10	47	MFS transporter	((&))
sRNA63	14988	Gene749	-8.4	0.1952878751042679	0.0871873384713152	30	46	-54	-33	PTS transporter subunit IIC	((&))
sRNA20	14989	Gene382	-6.72	0.4020670249480217	0.0758948114921447	18	40	-17	19	FtsW/RodA/SpoVE family cell cycle protein	((&))
sRNA313	14990	Gene1676	-6.91	0.4012266044632533	0.0678624464632824	5	39	-188	-133	MSCRAMM family adhesin clumping factor ClfA	((&))
sRNA249	14991	Gene1440	-11.58	0.4602845254129953	0.1849115132827689	24	43	-51	-8	NAD/NADP-dependent octopine/nopaline dehydrogenase family protein	((&))
sRNA227	14992	Gene1049	-9.84	0.3237074480669396	0.351449642837427	9	40	-141	-98	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	((&))
sRNA198	14993	Gene1712	-8.36	0.1681106773712088	0.0996913506137233	10	45	-80	-39	UDP-N-acetylmuramate--L-alanine ligase	((&))
sRNA154	14994	Gene2382	-7.18	0.3444532020213052	0.0715799543243066	20	47	-156	-135	cysteine protease staphopain A	((&))
sRNA239	14995	Gene1109	-6.96	0.8899338978270079	0.0522798915657873	26	42	69	103	NAD(P)/FAD-dependent oxidoreductase	((&))
sRNA226	14996	Gene1610	-9.27	0.8634104334527859	0.0566286679678402	20	52	-189	-134	acetyl-CoA carboxylase biotin carboxylase subunit	((&))
sRNA165	14997	Gene1334	-8.35	0.2503594184237057	0.0927711079244111	10	36	-147	-96	50S ribosomal protein L19	((&))
sRNA223	14998	Gene742	-12.34	0.2566761127889315	0.2659265338337604	21	39	-70	-40	hexose-6-phosphate:phosphate antiporter	(((&)))
sRNA239	14999	Gene113	-8.03	0.395265473669987	0.0807580409452554	27	36	-131	-101	YSIRK domain-containing triacylglycerol lipase Lip2/Geh	((&))
sRNA232	15000	Gene1819	-11.71	0.2410776482930374	0.1019624401484246	17	51	40	97	MarR family winged helix-turn-helix transcriptional regulator	((&))
sRNA261	15001	Gene1038	-10.05	0.1940824502382254	0.0977631150639463	14	44	-33	1	MSCRAMM family adhesin SdrD	((&))
sRNA11	15002	Gene601	-9.31	0.1294679602780927	0.0878475289999973	25	38	-99	-51	site-specific integrase	((&))
sRNA110	15003	Gene431	-6.76	0.6536682172586068	0.058827318410868	11	49	-30	-7	ribulokinase	((&))
sRNA272	15004	Gene768	-13.52	0.0088646511911676	0.1414485157321775	8	16	-180	-145	Nramp family divalent metal transporter	(((&)))
sRNA28	15005	Gene1602	-6.12	0.6434323389620731	0.2235305555445546	8	33	-131	-81	alkaline phosphatase	((&))
sRNA86	15006	Gene156	-5.76	0.6568239550008359	0.0777393312801914	30	38	3	28	allophanate hydrolase subunit 1	((&))
sRNA164	15007	Gene1395	-10.41	0.4165012426947401	0.0897235276860054	28	65	52	80	multidrug effflux MFS transporter	((&))
sRNA159	15008	Gene1163	-15.11	0.1843170271734711	0.0994778420248969	13	48	-158	-117	MSCRAMM family adhesin SdrC	(((&)))
sRNA199	15009	Gene557	-8.43	0.8471023491540495	0.0524311164459062	3	16	6	57	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	((&))
sRNA254	15010	Gene1518	-12.59	0.3025009404663822	0.0800721740877676	34	73	-122	-72	dihydropteroate synthase	(((&)))
sRNA42	15011	Gene2393	-5.59	0.5116464698760255	0.0611632919436876	30	46	40	93	preQ(1) synthase	((&))
sRNA109	15012	Gene1922	-7.07	0.3770026794879056	0.0838547085020201	25	47	41	98	IS1182-like element IS1182 family transposase	((&))
sRNA201	15013	Gene1637	-12.0	0.7878030025213528	0.0526139979008024	18	56	-161	-129	aspartate--tRNA ligase	(((&)))
sRNA69	15014	Gene2816	-10.28	0.7981416579299845	0.0513113088302047	3	29	30	65	Mn(2+)-dependent dipeptidase Sapep	((&))
sRNA82	15015	Gene212	-10.41	0.1736658632097421	0.0916313408832875	23	59	-52	1	RNA polymerase sigma factor SigB	((&))
sRNA100	15016	Gene1721	-10.12	0.3132986580638507	0.2201833401517509	31	68	61	105	H-type ferritin FtnA	((&))
sRNA9	15017	Gene1480	-8.94	0.1386932396892916	0.0956927163045935	24	45	-171	-118	Glu-specific serine endopeptidase SspA	((&))
sRNA76	15018	Gene1383	-10.52	0.1524265052356633	0.1133538052457509	24	51	-154	-129	M23 family metallopeptidase	((&))
sRNA79	15019	Gene859	-6.54	0.8947259667777332	0.0544040489494873	29	53	-80	-25	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	((&))
sRNA222	15020	Gene1380	-7.25	0.6447015359211979	0.1184589325235281	19	43	74	97	LCP family protein	((&))
sRNA32	15021	Gene717	-9.13	0.5812198674125755	0.0845250018826137	31	43	-189	-150	NCS2 family permease	((&))
sRNA26	15022	Gene225	-9.68	0.2079375311086122	0.0988597670469463	9	34	15	56	CDF family zinc efflux transporter CzrB	((&))
sRNA18	15023	Gene1427	-5.63	0.6812316865745293	0.0634279853721612	15	33	-61	-21	DUF1507 family protein	((&))
sRNA143	15024	Gene954	-7.58	0.279476042464189	0.086672824466627	8	41	31	69	1-acyl-sn-glycerol-3-phosphate acyltransferase	((&))
sRNA37	15025	Gene2068	-17.35	0.5292472841192521	0.0743600334719701	6	35	39	84	nickel transporter permease	((((&))))
sRNA181	15026	Gene1749	-11.45	0.3725590988484184	0.1991473531391935	12	26	54	80	metal-dependent transcriptional regulator	((&))
sRNA245	15027	Gene469	-5.93	0.2981316108613463	0.1854539023113826	2	11	-69	-21	signal peptidase II	((&))
sRNA45	15028	Gene1879	-8.5	0.0740855477322659	0.5246470900040406	22	49	60	84	ATP-dependent helicase	((&))
sRNA183	15029	Gene1389	-7.35	0.1344806975680363	0.0928469977345333	28	49	-118	-95	type I DNA topoisomerase	((&))
sRNA208	15030	Gene495	-12.63	0.4876742269028843	0.0778293821595994	2	20	-167	-112	Cof-type HAD-IIB family hydrolase	(((&)))
sRNA80	15031	Gene1012	-14.2	0.3499831500586232	0.0805185136069958	25	48	-21	19	flippase GtxA	(((&)))
sRNA36	15032	Gene2721	-5.37	0.5942036630279994	0.0922163514811456	31	60	-69	-17	terminase small subunit	((&))
sRNA190	15033	Gene1163	-7.26	0.3504321677716689	0.0846457157541216	19	47	-184	-146	MSCRAMM family adhesin SdrC	((&))
sRNA135	15034	Gene1900	-8.82	0.2455695400170788	0.2166795961198585	39	70	-124	-71	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	((&))
sRNA104	15035	Gene2753	-6.8	0.8268493665541996	0.1023433308662493	20	43	66	102	SWIM zinc finger family protein	((&))
sRNA166	15036	Gene2001	-10.62	0.7338178391842687	0.0563336069091285	15	31	-67	-31	PPC domain-containing DNA-binding protein	((&))
sRNA175	15037	Gene505	-8.31	0.4364090064053955	0.0791231972886822	28	53	-184	-145	L-lactate dehydrogenase (quinone)	((&))
sRNA9	15038	Gene2645	-6.97	0.1634654759111731	0.2349497031043017	39	70	-159	-113	superantigen-like protein SSL6	((&))
sRNA118	15039	Gene111	-7.84	0.2044351633689759	0.0881970369309762	6	40	-41	-10	phenylalanine--tRNA ligase subunit alpha	((&))
sRNA37	15040	Gene2390	-8.45	0.2148401303661918	0.0966784067660546	22	45	-36	-10	DUF3269 family protein	((&))
sRNA165	15041	Gene531	-7.76	0.8730847508606489	0.0557615229791262	31	62	-159	-109	FAD/NAD(P)-binding protein	((&))
sRNA154	15042	Gene1996	-15.21	0.1010886450293179	0.0961906060349366	4	23	-17	26	YueH family protein	(((&)))
sRNA39	15043	Gene573	-7.17	0.2500900988905725	0.0866496149292455	3	19	-186	-138	GTPase HflX	((&))
sRNA58	15044	Gene2207	-9.53	0.6905897566534323	0.0620873678534365	39	56	76	105	type 8 capsular polysaccharide synthesis protein Cap8P	((&))
sRNA190	15045	Gene2094	-7.77	0.2378361155568931	0.0937598210239012	28	57	-73	-37	bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase	((&))
sRNA189	15046	Gene953	-7.65	0.2239277429458213	0.1268402313128875	30	54	-107	-74	glycosyl-4,4'-diaponeurosporenoate acyltransferase	((&))
sRNA141	15047	Gene397	-9.31	0.8835386334737758	0.0519361928591885	12	22	7	59	DNA gyrase subunit A	((&))
sRNA140	15048	Gene1355	-11.74	7.861403611264528e-05	0.243204031184492	34	64	-85	-36	NAD(P)H-hydrate dehydratase	((&))
sRNA285	15049	Gene2348	-8.85	0.7243764692137088	0.0584109451351002	30	56	-94	-52	ATP-dependent RecD-like DNA helicase	((&))
sRNA219	15050	Gene171	-8.03	0.3239585435979586	0.1240206404553843	31	54	-98	-75	Wzz/FepE/Etk N-terminal domain-containing protein	((&))
sRNA9	15051	Gene1120	-9.7	0.9588440825944023	0.0518960073951977	31	64	-171	-118	type I phosphomannose isomerase catalytic subunit	((&))
sRNA7	15052	Gene1575	-7.99	0.0787728579954256	0.4629006904277065	5	24	-146	-98	multidrug efflux MFS transporter SdrM	((&))
sRNA200	15053	Gene2208	-10.54	0.4259753857224716	0.2950965565595466	11	48	-122	-72	TIGR01457 family HAD-type hydrolase	((&))
sRNA173	15054	Gene1523	-11.04	0.5229735261936802	0.074435725279467	15	36	-2	29	holin-like murein hydrolase modulator CidA	((&))
sRNA108	15055	Gene346	-12.27	0.8952566001109822	0.0517911852412147	27	56	-123	-90	30S ribosomal protein S14	(((&)))
sRNA40	15056	Gene2046	-6.61	0.5536501215369928	0.0638849965988344	4	13	-99	-69	sulfite exporter TauE/SafE family protein	((&))
sRNA173	15057	Gene598	-6.34	0.6775659390301001	0.0661613711731093	2	21	16	58	GTP-binding protein	((&))
sRNA79	15058	Gene2278	-7.26	0.8627956728295592	0.0566818831821386	4	40	-107	-50	DUF177 domain-containing protein	((&))
sRNA65	15059	Gene295	-6.42	0.7827860340872191	0.0524757182885024	21	46	36	92	beta-propeller fold lactonase family protein	((&))
sRNA124	15060	Gene1592	-8.3	0.1192118490257535	0.1076885603440069	36	52	-76	-54	YwhD family protein	((&))
