id1;id2;start1;end1;start2;end2;E
Gene982;sRNA96;79;106;168;195;-7.72
Gene1583;sRNA239;146;154;16;24;-7.72
Gene1064;sRNA111;836;866;89;119;-7.72
Gene107;sRNA184;670;679;100;109;-7.72
Gene1499;sRNA97;1079;1093;75;89;-7.72
Gene994;sRNA263;302;323;199;220;-7.72
Gene2284;sRNA31;573;602;93;122;-7.72
Gene946;sRNA52;768;797;69;98;-7.72
Gene891;sRNA108;853;863;67;77;-7.72
Gene1190;sRNA146;1175;1195;60;80;-7.72
Gene2568;sRNA9;303;333;71;101;-7.72
Gene2573;sRNA255;475;492;21;38;-7.72
Gene516;sRNA111;953;974;90;111;-7.72
Gene1220;sRNA266;1132;1149;40;57;-7.72
Gene463;sRNA38;429;454;170;195;-7.72
Gene857;sRNA9;303;332;121;150;-7.72
Gene1960;sRNA178;1043;1052;73;82;-7.72
Gene1475;sRNA178;1027;1060;170;203;-7.72
Gene1706;sRNA243;1083;1094;91;102;-7.72
Gene472;sRNA220;1217;1238;21;42;-7.72
Gene211;sRNA227;882;916;72;106;-7.72
Gene976;sRNA100;1296;1310;164;178;-7.72
Gene395;sRNA48;235;263;170;198;-7.72
Gene2189;sRNA9;819;830;178;189;-7.72
Gene2613;sRNA82;302;308;81;87;-7.72
Gene1902;sRNA152;267;287;4;24;-7.72
Gene84;sRNA209;1489;1511;63;85;-7.72
Gene1742;sRNA155;237;268;165;196;-7.72
Gene1036;sRNA139;747;771;163;187;-7.72
Gene1665;sRNA78;631;664;159;192;-7.72
Gene2639;sRNA177;437;468;178;209;-7.72
Gene470;sRNA234;987;1020;87;120;-7.72
Gene2060;sRNA9;305;314;161;170;-7.72
Gene2169;sRNA245;289;323;159;193;-7.72
Gene1330;sRNA260;1100;1114;32;46;-7.71
Gene1197;sRNA100;557;583;156;182;-7.71
Gene1531;sRNA233;896;906;170;180;-7.71
Gene1192;sRNA187;201;207;103;109;-7.71
Gene607;sRNA49;1351;1361;29;39;-7.71
Gene2117;sRNA35;447;480;152;185;-7.71
Gene673;sRNA240;292;311;117;136;-7.71
Gene1148;sRNA240;1242;1256;99;113;-7.71
Gene1491;sRNA53;540;574;167;201;-7.71
Gene1203;sRNA158;895;914;171;190;-7.71
Gene1386;sRNA229;23;29;13;19;-7.71
Gene1118;sRNA205;139;172;107;140;-7.71
Gene311;sRNA201;570;586;12;28;-7.71
Gene336;sRNA112;1176;1182;46;52;-7.71
Gene620;sRNA9;108;133;183;208;-7.71
Gene211;sRNA181;826;844;67;85;-7.71
Gene2721;sRNA111;1311;1330;170;189;-7.71
Gene128;sRNA14;1071;1087;124;140;-7.71
Gene2675;sRNA219;1287;1321;157;191;-7.71
Gene2412;sRNA236;900;909;160;169;-7.71
Gene924;sRNA3;741;757;199;215;-7.71
Gene1040;sRNA33;1233;1260;135;162;-7.71
Gene1022;sRNA142;1105;1130;97;122;-7.71
Gene919;sRNA155;1060;1088;62;90;-7.71
Gene1383;sRNA166;890;909;6;25;-7.71
Gene2476;sRNA211;1277;1307;79;109;-7.71
Gene1672;sRNA70;1235;1244;115;124;-7.71
Gene677;sRNA190;299;319;66;86;-7.71
Gene1567;sRNA257;1128;1140;152;164;-7.71
Gene767;sRNA2;1280;1306;116;142;-7.71
Gene2450;sRNA145;1386;1418;24;56;-7.71
Gene2284;sRNA144;1136;1149;78;91;-7.71
Gene746;sRNA104;1125;1148;21;44;-7.71
Gene293;sRNA187;1197;1213;183;199;-7.71
Gene2619;sRNA171;870;893;54;77;-7.71
Gene434;sRNA252;1294;1325;169;200;-7.71
Gene1478;sRNA249;1215;1221;180;186;-7.71
Gene557;sRNA74;156;176;149;169;-7.71
Gene1883;sRNA20;434;468;48;82;-7.71
Gene1655;sRNA183;1054;1078;40;64;-7.71
Gene2708;sRNA38;947;954;116;123;-7.71
Gene1841;sRNA130;459;490;41;72;-7.71
Gene1142;sRNA121;690;718;175;203;-7.71
Gene1540;sRNA209;1323;1336;193;206;-7.71
Gene1489;sRNA72;1330;1361;59;90;-7.71
Gene2388;sRNA9;875;882;42;49;-7.71
Gene1969;sRNA135;226;248;105;127;-7.71
Gene971;sRNA110;1253;1270;117;134;-7.71
Gene1265;sRNA30;1122;1149;43;70;-7.71
Gene372;sRNA129;1432;1447;164;179;-7.71
Gene545;sRNA95;715;726;27;38;-7.71
Gene2771;sRNA229;343;362;137;156;-7.7
Gene2455;sRNA239;158;182;176;200;-7.7
Gene99;sRNA163;253;281;190;218;-7.7
Gene2661;sRNA211;996;1008;94;106;-7.7
Gene2153;sRNA169;1023;1047;104;128;-7.7
Gene2682;sRNA208;650;683;30;63;-7.7
Gene1432;sRNA53;739;767;80;108;-7.7
Gene117;sRNA48;673;685;129;141;-7.7
Gene692;sRNA160;1258;1265;93;100;-7.7
Gene2519;sRNA123;1240;1253;38;51;-7.7
Gene2717;sRNA83;1279;1307;175;203;-7.7
Gene897;sRNA2;1345;1368;93;116;-7.7
Gene1276;sRNA240;1478;1485;140;147;-7.7
Gene410;sRNA214;146;158;158;170;-7.7
Gene1447;sRNA87;768;774;112;118;-7.7
Gene2143;sRNA120;1380;1412;197;229;-7.7
Gene1740;sRNA50;879;907;182;210;-7.7
Gene1459;sRNA86;1397;1423;184;210;-7.7
Gene1927;sRNA9;1053;1084;163;194;-7.7
Gene227;sRNA183;256;285;18;47;-7.7
Gene986;sRNA229;1203;1229;166;192;-7.7
Gene600;sRNA197;556;587;172;203;-7.7
Gene994;sRNA194;1105;1124;192;211;-7.7
Gene622;sRNA201;1353;1369;156;172;-7.7
Gene1659;sRNA244;1216;1235;135;154;-7.7
Gene908;sRNA62;1224;1257;125;158;-7.7
Gene486;sRNA32;242;253;183;194;-7.7
Gene2002;sRNA214;1395;1411;134;150;-7.7
Gene1527;sRNA108;477;485;132;140;-7.7
Gene2193;sRNA3;280;311;47;78;-7.7
Gene726;sRNA16;777;796;179;198;-7.7
Gene1476;sRNA109;1334;1361;45;72;-7.7
Gene2622;sRNA92;1301;1334;30;63;-7.7
Gene1279;sRNA229;630;649;115;134;-7.7
Gene161;sRNA85;671;680;135;144;-7.7
Gene74;sRNA48;96;106;96;106;-7.7
Gene2098;sRNA109;159;178;13;32;-7.7
Gene2584;sRNA43;1431;1450;84;103;-7.7
Gene1736;sRNA58;760;774;109;123;-7.7
Gene900;sRNA98;1475;1500;4;29;-7.7
Gene1958;sRNA9;181;190;7;16;-7.7
Gene767;sRNA89;94;128;87;121;-7.7
Gene2136;sRNA43;35;64;5;34;-7.7
Gene318;sRNA87;342;366;5;29;-7.7
Gene1054;sRNA9;72;99;114;141;-7.7
Gene1040;sRNA211;1136;1157;48;69;-7.7
Gene2854;sRNA164;849;861;34;46;-7.7
Gene1907;sRNA50;273;284;56;67;-7.7
Gene2847;sRNA13;494;528;179;213;-7.7
Gene603;sRNA223;1060;1094;82;116;-7.7
Gene2245;sRNA191;130;164;147;181;-7.7
Gene2397;sRNA49;91;119;71;99;-7.7
Gene2433;sRNA108;689;698;90;99;-7.7
Gene366;sRNA183;954;976;154;176;-7.7
Gene2769;sRNA62;377;407;123;153;-7.7
Gene719;sRNA40;43;49;156;162;-7.7
Gene2357;sRNA41;1323;1329;33;39;-7.7
Gene690;sRNA279;1423;1452;176;205;-7.7
Gene1948;sRNA173;1145;1156;187;198;-7.7
Gene163;sRNA199;193;202;1;10;-7.7
Gene248;sRNA138;942;955;81;94;-7.7
Gene1617;sRNA125;488;495;164;171;-7.7
Gene1979;sRNA103;1325;1357;127;159;-7.7
Gene1768;sRNA116;694;722;172;200;-7.69
Gene1149;sRNA78;284;290;70;76;-7.69
Gene2632;sRNA257;1186;1207;53;74;-7.69
Gene2561;sRNA180;64;83;135;154;-7.69
Gene216;sRNA89;1240;1264;149;173;-7.69
Gene1698;sRNA180;1120;1138;8;26;-7.69
Gene2267;sRNA9;38;69;176;207;-7.69
Gene1226;sRNA201;275;303;173;201;-7.69
Gene1939;sRNA18;890;911;30;51;-7.69
Gene2363;sRNA249;1032;1043;42;53;-7.69
Gene1864;sRNA9;1206;1217;6;17;-7.69
Gene2532;sRNA96;140;171;54;85;-7.69
Gene712;sRNA203;137;163;134;160;-7.69
Gene2489;sRNA158;453;477;120;144;-7.69
Gene1772;sRNA187;45;57;106;118;-7.69
Gene1265;sRNA159;541;571;74;104;-7.69
Gene826;sRNA50;1077;1085;161;169;-7.69
Gene1114;sRNA157;737;757;83;103;-7.69
Gene2200;sRNA3;435;463;71;99;-7.69
Gene2431;sRNA2;1391;1406;8;23;-7.69
Gene2302;sRNA249;960;967;130;137;-7.69
Gene1757;sRNA20;1131;1155;44;68;-7.69
Gene1922;sRNA158;233;252;153;172;-7.69
Gene1639;sRNA162;158;176;180;198;-7.69
Gene1629;sRNA250;633;645;79;91;-7.69
Gene2509;sRNA4;586;605;103;122;-7.69
Gene100;sRNA228;869;882;13;26;-7.69
Gene1249;sRNA33;922;939;112;129;-7.69
Gene436;sRNA144;43;54;9;20;-7.69
Gene1177;sRNA229;1410;1435;11;36;-7.69
Gene2442;sRNA50;1276;1292;151;167;-7.69
Gene737;sRNA190;828;841;197;210;-7.69
Gene2311;sRNA115;106;139;191;224;-7.69
Gene2747;sRNA247;1359;1381;63;85;-7.69
Gene749;sRNA104;1153;1181;79;107;-7.69
Gene2785;sRNA157;784;806;145;167;-7.69
Gene93;sRNA44;120;149;54;83;-7.69
Gene217;sRNA207;398;429;174;205;-7.69
Gene300;sRNA72;1127;1153;130;156;-7.69
Gene1225;sRNA48;1462;1488;80;106;-7.69
Gene1456;sRNA147;780;795;191;206;-7.69
Gene1884;sRNA36;750;757;108;115;-7.69
Gene2379;sRNA32;1361;1390;102;131;-7.69
Gene2662;sRNA113;1466;1483;6;23;-7.69
Gene2273;sRNA177;1487;1495;97;105;-7.69
Gene1206;sRNA28;101;129;149;177;-7.69
Gene2627;sRNA11;191;205;36;50;-7.69
Gene372;sRNA3;998;1030;39;71;-7.69
Gene2705;sRNA83;28;34;89;95;-7.69
Gene1627;sRNA192;1219;1231;56;68;-7.69
Gene2455;sRNA286;450;467;68;85;-7.69
Gene130;sRNA58;229;249;70;90;-7.68
Gene734;sRNA71;419;440;76;97;-7.68
Gene1969;sRNA224;454;484;78;108;-7.68
Gene373;sRNA50;614;622;69;77;-7.68
Gene2805;sRNA77;1231;1253;49;71;-7.68
Gene2363;sRNA50;1017;1023;71;77;-7.68
Gene1261;sRNA207;267;273;35;41;-7.68
Gene2545;sRNA104;117;151;173;207;-7.68
Gene1770;sRNA130;585;617;87;119;-7.68
Gene1214;sRNA234;532;559;116;143;-7.68
Gene723;sRNA3;331;352;51;72;-7.68
Gene1697;sRNA208;593;624;50;81;-7.68
Gene2778;sRNA193;990;1010;122;142;-7.68
Gene2351;sRNA218;444;470;150;176;-7.68
Gene417;sRNA8;823;855;153;185;-7.68
Gene1119;sRNA188;670;680;3;13;-7.68
Gene2288;sRNA112;603;625;30;52;-7.68
Gene1535;sRNA14;735;754;26;45;-7.68
Gene1277;sRNA147;717;724;38;45;-7.68
Gene1628;sRNA210;1478;1492;68;82;-7.68
Gene1964;sRNA91;241;274;130;163;-7.68
Gene1939;sRNA266;491;500;89;98;-7.68
Gene2268;sRNA216;426;453;10;37;-7.68
Gene1350;sRNA215;1379;1411;99;131;-7.68
Gene776;sRNA126;474;498;172;196;-7.68
Gene637;sRNA47;1339;1364;125;150;-7.68
Gene73;sRNA252;1485;1495;116;126;-7.68
Gene269;sRNA21;620;644;35;59;-7.68
Gene2702;sRNA166;1107;1123;8;24;-7.68
Gene2531;sRNA164;300;317;108;125;-7.68
Gene420;sRNA134;301;325;82;106;-7.68
Gene603;sRNA160;468;476;128;136;-7.68
Gene381;sRNA152;374;397;56;79;-7.68
Gene741;sRNA113;1499;1511;127;139;-7.68
Gene2732;sRNA111;716;745;60;89;-7.68
Gene1436;sRNA291;1086;1103;39;56;-7.68
Gene2174;sRNA148;766;796;47;77;-7.68
Gene878;sRNA203;633;657;85;109;-7.68
Gene709;sRNA53;857;874;145;162;-7.68
Gene2454;sRNA4;299;332;96;129;-7.68
Gene2621;sRNA25;333;352;194;213;-7.68
Gene641;sRNA4;758;768;129;139;-7.68
Gene102;sRNA243;1189;1222;173;206;-7.68
Gene2229;sRNA203;98;120;155;177;-7.68
Gene159;sRNA41;363;389;177;203;-7.68
Gene1863;sRNA188;940;974;135;169;-7.68
Gene2465;sRNA147;457;491;95;129;-7.68
Gene2538;sRNA141;739;746;128;135;-7.68
Gene183;sRNA60;125;150;83;108;-7.68
Gene707;sRNA9;894;925;145;176;-7.68
Gene140;sRNA216;448;465;113;130;-7.68
Gene85;sRNA26;224;239;22;37;-7.68
Gene461;sRNA166;45;64;15;34;-7.68
Gene666;sRNA143;226;232;144;150;-7.68
Gene494;sRNA60;1036;1049;55;68;-7.68
Gene904;sRNA106;1339;1370;69;100;-7.68
Gene1898;sRNA240;1221;1253;167;199;-7.68
Gene2506;sRNA265;826;857;45;76;-7.68
Gene613;sRNA17;918;952;29;63;-7.67
Gene1946;sRNA273;263;292;68;97;-7.67
Gene2660;sRNA219;616;627;87;98;-7.67
Gene2129;sRNA76;1050;1064;6;20;-7.67
Gene481;sRNA59;804;812;173;181;-7.67
Gene1318;sRNA195;277;299;87;109;-7.67
Gene2416;sRNA31;523;550;107;134;-7.67
Gene2862;sRNA239;1494;1515;187;208;-7.67
Gene183;sRNA141;542;572;165;195;-7.67
Gene794;sRNA184;801;816;132;147;-7.67
Gene1166;sRNA9;483;498;191;206;-7.67
Gene2641;sRNA9;389;409;33;53;-7.67
Gene1311;sRNA215;1267;1300;62;95;-7.67
Gene2236;sRNA173;597;628;54;85;-7.67
Gene2012;sRNA191;1311;1345;107;141;-7.67
Gene1893;sRNA9;943;967;179;203;-7.67
Gene1851;sRNA175;15;26;35;46;-7.67
Gene371;sRNA213;381;412;143;174;-7.67
Gene2862;sRNA13;823;856;148;181;-7.67
Gene771;sRNA161;486;494;148;156;-7.67
Gene727;sRNA111;308;314;183;189;-7.67
Gene2627;sRNA248;1486;1506;20;40;-7.67
Gene1581;sRNA189;351;384;120;153;-7.67
Gene126;sRNA185;125;140;82;97;-7.67
Gene1501;sRNA237;34;55;22;43;-7.67
Gene2489;sRNA7;126;137;180;191;-7.67
Gene2578;sRNA48;720;754;122;156;-7.67
Gene1686;sRNA96;998;1032;93;127;-7.67
Gene2074;sRNA2;1451;1480;137;166;-7.67
Gene1786;sRNA155;1078;1085;86;93;-7.67
Gene1355;sRNA263;433;462;26;55;-7.67
Gene1569;sRNA58;959;967;129;137;-7.67
Gene1634;sRNA174;919;931;10;22;-7.67
Gene190;sRNA67;1480;1500;106;126;-7.67
Gene2641;sRNA99;331;338;52;59;-7.67
Gene368;sRNA135;305;338;183;216;-7.67
Gene1104;sRNA144;321;346;177;202;-7.67
Gene1983;sRNA207;856;886;163;193;-7.67
Gene1973;sRNA89;269;276;123;130;-7.67
Gene1676;sRNA162;1330;1340;46;56;-7.67
Gene262;sRNA218;339;365;18;44;-7.67
Gene861;sRNA181;760;769;142;151;-7.67
Gene1498;sRNA122;825;853;33;61;-7.67
Gene1504;sRNA145;26;57;72;103;-7.67
Gene854;sRNA73;1312;1320;27;35;-7.67
Gene1480;sRNA150;799;807;177;185;-7.67
Gene1057;sRNA189;281;311;124;154;-7.67
Gene1956;sRNA237;631;657;123;149;-7.67
Gene1945;sRNA177;368;377;142;151;-7.67
Gene1741;sRNA60;905;928;181;204;-7.67
Gene547;sRNA31;304;335;87;118;-7.67
Gene2677;sRNA159;2;24;10;32;-7.67
Gene2814;sRNA135;1484;1509;108;133;-7.67
Gene1876;sRNA9;251;267;52;68;-7.67
Gene1758;sRNA103;866;891;93;118;-7.67
Gene1049;sRNA162;139;158;97;116;-7.67
Gene2057;sRNA187;379;396;81;98;-7.67
Gene1210;sRNA191;1416;1438;56;78;-7.67
Gene1941;sRNA127;895;902;58;65;-7.67
Gene318;sRNA100;326;359;137;170;-7.66
Gene847;sRNA60;271;279;97;105;-7.66
Gene641;sRNA9;789;799;157;167;-7.66
Gene436;sRNA194;902;921;3;22;-7.66
Gene2555;sRNA139;176;199;40;63;-7.66
Gene1511;sRNA98;574;588;164;178;-7.66
Gene2155;sRNA193;420;454;52;86;-7.66
Gene2412;sRNA5;464;489;50;75;-7.66
Gene2261;sRNA142;1217;1232;122;137;-7.66
Gene118;sRNA6;16;24;72;80;-7.66
Gene2408;sRNA29;199;224;61;86;-7.66
Gene22;sRNA265;631;665;43;77;-7.66
Gene1942;sRNA7;1143;1171;106;134;-7.66
Gene749;sRNA163;1038;1061;56;79;-7.66
Gene890;sRNA80;1033;1063;189;219;-7.66
Gene199;sRNA251;565;577;105;117;-7.66
Gene1264;sRNA231;1253;1271;137;155;-7.66
Gene751;sRNA90;29;51;143;165;-7.66
Gene2283;sRNA44;718;736;107;125;-7.66
Gene2221;sRNA100;1010;1026;101;117;-7.66
Gene1283;sRNA50;462;490;125;153;-7.66
Gene992;sRNA40;350;378;113;141;-7.66
Gene991;sRNA149;656;685;55;84;-7.66
Gene2754;sRNA224;623;645;136;158;-7.66
Gene2226;sRNA1;492;522;196;226;-7.66
Gene1475;sRNA315;413;445;55;87;-7.66
Gene772;sRNA131;1170;1177;164;171;-7.66
Gene782;sRNA18;1041;1052;58;69;-7.66
Gene210;sRNA219;380;408;21;49;-7.66
Gene2278;sRNA35;1459;1469;54;64;-7.66
Gene1565;sRNA139;901;933;139;171;-7.66
Gene451;sRNA50;1132;1147;72;87;-7.66
Gene73;sRNA17;1229;1250;89;110;-7.66
Gene1556;sRNA104;651;668;93;110;-7.66
Gene526;sRNA9;12;26;110;124;-7.66
Gene893;sRNA240;861;877;159;175;-7.66
Gene577;sRNA50;155;165;109;119;-7.66
Gene77;sRNA163;852;862;132;142;-7.66
Gene1169;sRNA133;4;23;46;65;-7.66
Gene1533;sRNA206;102;113;185;196;-7.66
Gene1632;sRNA32;847;879;188;220;-7.66
Gene2185;sRNA216;214;222;16;24;-7.66
Gene2103;sRNA30;527;551;195;219;-7.66
Gene561;sRNA189;1449;1476;88;115;-7.66
Gene614;sRNA214;25;58;96;129;-7.66
Gene1617;sRNA77;1413;1446;129;162;-7.66
Gene274;sRNA201;1226;1254;197;225;-7.66
Gene1109;sRNA188;1276;1296;153;173;-7.66
Gene858;sRNA64;405;423;194;212;-7.66
Gene501;sRNA281;1048;1060;31;43;-7.66
Gene2118;sRNA37;1139;1170;108;139;-7.66
Gene2464;sRNA67;1018;1039;97;118;-7.66
Gene581;sRNA53;369;378;46;55;-7.66
Gene1824;sRNA10;686;695;157;166;-7.66
Gene1114;sRNA161;1267;1279;20;32;-7.66
Gene1900;sRNA236;520;532;136;148;-7.66
Gene2644;sRNA219;1305;1339;22;56;-7.66
Gene1675;sRNA127;1246;1266;176;196;-7.66
Gene2355;sRNA181;259;284;50;75;-7.66
Gene1493;sRNA244;1397;1419;180;202;-7.66
Gene1264;sRNA202;1011;1040;106;135;-7.66
Gene1635;sRNA141;1322;1335;15;28;-7.66
Gene1584;sRNA32;51;68;143;160;-7.66
Gene674;sRNA235;5;11;26;32;-7.66
Gene356;sRNA129;32;38;59;65;-7.65
Gene2570;sRNA118;1272;1288;52;68;-7.65
Gene1795;sRNA114;688;713;25;50;-7.65
Gene248;sRNA238;668;686;65;83;-7.65
Gene1303;sRNA101;1036;1053;21;38;-7.65
Gene257;sRNA195;1096;1126;92;122;-7.65
Gene1982;sRNA126;1026;1042;188;204;-7.65
Gene555;sRNA257;174;205;65;96;-7.65
Gene2194;sRNA216;824;848;50;74;-7.65
Gene979;sRNA200;534;544;190;200;-7.65
Gene2097;sRNA61;543;549;75;81;-7.65
Gene1758;sRNA50;1142;1169;182;209;-7.65
Gene232;sRNA272;617;623;80;86;-7.65
Gene183;sRNA281;28;39;24;35;-7.65
Gene1367;sRNA77;1181;1208;64;91;-7.65
Gene1710;sRNA215;1072;1082;179;189;-7.65
Gene10;sRNA154;597;619;143;165;-7.65
Gene1063;sRNA79;1474;1480;147;153;-7.65
Gene2373;sRNA120;949;981;100;132;-7.65
Gene650;sRNA9;480;501;156;177;-7.65
Gene155;sRNA70;78;87;171;180;-7.65
Gene184;sRNA152;1006;1036;101;131;-7.65
Gene307;sRNA34;326;348;77;99;-7.65
Gene938;sRNA175;1458;1485;32;59;-7.65
Gene1814;sRNA138;1291;1308;19;36;-7.65
Gene2424;sRNA9;779;807;134;162;-7.65
Gene889;sRNA208;1202;1232;6;36;-7.65
Gene1734;sRNA9;1465;1483;151;169;-7.65
Gene1789;sRNA244;1067;1087;158;178;-7.65
Gene1336;sRNA92;894;903;129;138;-7.65
Gene299;sRNA244;425;450;67;92;-7.65
Gene2251;sRNA64;308;329;147;168;-7.65
Gene648;sRNA33;1010;1029;53;72;-7.65
Gene2199;sRNA256;773;806;10;43;-7.65
Gene2114;sRNA50;859;886;53;80;-7.65
Gene171;sRNA165;1193;1208;58;73;-7.65
Gene2717;sRNA138;1303;1336;43;76;-7.65
Gene1330;sRNA168;945;967;112;134;-7.65
Gene625;sRNA47;704;720;33;49;-7.65
Gene2264;sRNA124;455;474;32;51;-7.65
Gene2119;sRNA204;1273;1298;183;208;-7.65
Gene909;sRNA106;263;295;80;112;-7.65
Gene902;sRNA35;878;890;191;203;-7.65
Gene869;sRNA12;1406;1437;195;226;-7.64
Gene2522;sRNA9;40;53;87;100;-7.64
Gene1663;sRNA17;1077;1087;27;37;-7.64
Gene2703;sRNA244;497;514;89;106;-7.64
Gene1843;sRNA47;1220;1246;95;121;-7.64
Gene1365;sRNA210;1240;1266;143;169;-7.64
Gene1603;sRNA22;1011;1038;146;173;-7.64
Gene18;sRNA81;323;338;152;167;-7.64
Gene2164;sRNA181;774;790;90;106;-7.64
Gene952;sRNA60;1286;1292;130;136;-7.64
Gene935;sRNA220;500;520;133;153;-7.64
Gene1179;sRNA163;87;98;172;183;-7.64
Gene205;sRNA64;919;945;16;42;-7.64
Gene653;sRNA113;1439;1453;70;84;-7.64
Gene2762;sRNA247;233;249;130;146;-7.64
Gene178;sRNA194;422;435;69;82;-7.64
Gene2846;sRNA69;631;650;140;159;-7.64
Gene2079;sRNA160;999;1016;148;165;-7.64
Gene450;sRNA19;16;43;179;206;-7.64
Gene1325;sRNA162;281;313;138;170;-7.64
Gene872;sRNA130;358;369;94;105;-7.64
Gene1489;sRNA25;930;964;83;117;-7.64
Gene1262;sRNA98;918;932;47;61;-7.64
Gene1773;sRNA234;1331;1346;199;214;-7.64
Gene2052;sRNA274;583;591;134;142;-7.64
Gene2319;sRNA132;20;53;55;88;-7.64
Gene2530;sRNA229;1290;1323;178;211;-7.64
Gene1324;sRNA73;109;134;117;142;-7.64
Gene267;sRNA123;213;219;182;188;-7.64
Gene1401;sRNA113;1164;1183;9;28;-7.64
Gene618;sRNA118;1308;1338;185;215;-7.64
Gene1213;sRNA86;1177;1202;77;102;-7.64
Gene2481;sRNA235;1131;1144;26;39;-7.64
Gene533;sRNA197;57;68;85;96;-7.64
Gene303;sRNA255;720;753;39;72;-7.64
Gene1610;sRNA81;801;832;97;128;-7.64
Gene874;sRNA188;1149;1155;134;140;-7.64
Gene874;sRNA61;1326;1359;95;128;-7.64
Gene2312;sRNA234;1392;1425;152;185;-7.64
Gene1156;sRNA49;872;882;96;106;-7.64
Gene2120;sRNA240;452;486;53;87;-7.64
Gene1754;sRNA139;995;1001;169;175;-7.64
Gene1317;sRNA243;995;1019;162;186;-7.64
Gene2778;sRNA9;201;232;65;96;-7.64
Gene1155;sRNA32;1478;1497;102;121;-7.64
Gene2438;sRNA9;404;414;104;114;-7.64
Gene2532;sRNA9;824;840;133;149;-7.64
Gene2265;sRNA18;905;933;83;111;-7.63
Gene242;sRNA144;508;523;41;56;-7.63
Gene513;sRNA80;446;456;172;182;-7.63
Gene1426;sRNA27;60;81;55;76;-7.63
Gene1813;sRNA223;1201;1228;61;88;-7.63
Gene2528;sRNA23;173;205;39;71;-7.63
Gene2353;sRNA169;759;765;95;101;-7.63
Gene1114;sRNA206;1326;1346;14;34;-7.63
Gene2336;sRNA9;223;242;168;187;-7.63
Gene1920;sRNA50;207;228;51;72;-7.63
Gene124;sRNA64;525;556;147;178;-7.63
Gene2792;sRNA188;292;321;65;94;-7.63
Gene134;sRNA155;714;736;40;62;-7.63
Gene1724;sRNA52;1339;1368;61;90;-7.63
Gene182;sRNA43;1457;1463;3;9;-7.63
Gene1854;sRNA93;620;641;77;98;-7.63
Gene2492;sRNA199;236;246;79;89;-7.63
Gene1123;sRNA35;702;736;43;77;-7.63
Gene929;sRNA43;1486;1503;135;152;-7.63
Gene857;sRNA68;461;493;143;175;-7.63
Gene1857;sRNA142;594;608;9;23;-7.63
Gene2009;sRNA60;585;592;173;180;-7.63
Gene2617;sRNA50;21;54;183;216;-7.63
Gene1592;sRNA9;210;240;157;187;-7.63
Gene478;sRNA257;101;112;60;71;-7.63
Gene2645;sRNA97;374;398;133;157;-7.63
Gene1427;sRNA235;1291;1310;173;192;-7.63
Gene1042;sRNA153;548;572;112;136;-7.63
Gene2780;sRNA134;578;598;67;87;-7.63
Gene2800;sRNA214;175;204;45;74;-7.63
Gene438;sRNA247;839;858;165;184;-7.63
Gene1443;sRNA73;271;280;45;54;-7.63
Gene1280;sRNA212;855;877;6;28;-7.63
Gene375;sRNA45;218;229;140;151;-7.63
Gene655;sRNA259;134;158;144;168;-7.63
Gene169;sRNA289;731;742;51;62;-7.63
Gene2302;sRNA225;514;530;167;183;-7.63
Gene971;sRNA123;1224;1247;147;170;-7.63
Gene2574;sRNA243;1190;1208;22;40;-7.63
Gene1635;sRNA166;293;324;105;136;-7.63
Gene1193;sRNA57;651;657;157;163;-7.63
Gene2652;sRNA9;259;281;127;149;-7.63
Gene86;sRNA78;364;393;82;111;-7.63
Gene2101;sRNA73;1178;1196;31;49;-7.63
Gene369;sRNA198;880;889;155;164;-7.63
Gene815;sRNA42;1325;1335;69;79;-7.63
Gene1924;sRNA25;1247;1259;15;27;-7.63
Gene101;sRNA124;883;895;98;110;-7.63
Gene1942;sRNA90;584;590;90;96;-7.63
Gene1607;sRNA247;675;706;142;173;-7.63
Gene464;sRNA117;1034;1064;20;50;-7.63
Gene846;sRNA181;1038;1047;50;59;-7.63
Gene429;sRNA86;119;145;30;56;-7.63
Gene931;sRNA168;446;476;8;38;-7.63
Gene1497;sRNA283;916;935;112;131;-7.62
Gene1034;sRNA14;1147;1174;16;43;-7.62
Gene2212;sRNA71;236;263;51;78;-7.62
Gene600;sRNA51;268;297;50;79;-7.62
Gene2312;sRNA206;1114;1126;198;210;-7.62
Gene5;sRNA60;1160;1187;174;201;-7.62
Gene1041;sRNA212;355;382;143;170;-7.62
Gene308;sRNA112;179;196;148;165;-7.62
Gene996;sRNA158;606;636;42;72;-7.62
Gene432;sRNA49;970;1004;95;129;-7.62
Gene1250;sRNA63;1162;1182;20;40;-7.62
Gene217;sRNA10;1207;1233;30;56;-7.62
Gene2602;sRNA221;1459;1472;67;80;-7.62
Gene1146;sRNA70;1035;1045;24;34;-7.62
Gene2682;sRNA50;78;94;195;211;-7.62
Gene1189;sRNA178;1260;1275;146;161;-7.62
Gene1332;sRNA177;239;256;101;118;-7.62
Gene2712;sRNA31;181;194;126;139;-7.62
Gene693;sRNA53;1458;1478;184;204;-7.62
Gene2398;sRNA285;728;752;144;168;-7.62
Gene2031;sRNA9;1130;1156;96;122;-7.62
Gene2199;sRNA160;78;102;49;73;-7.62
Gene505;sRNA29;1367;1382;199;214;-7.62
Gene1001;sRNA195;751;784;197;230;-7.62
Gene2453;sRNA9;483;504;10;31;-7.62
Gene1511;sRNA131;356;380;99;123;-7.62
Gene1356;sRNA162;88;98;56;66;-7.62
